smiles,valid
CC(C)(C)OC(=O)NCCCC(=O)Nc1ccc(C#N)cc1,True
CCc1cc(=O)c2cc(F)ccc2n1CC(=O)N1CCCC1,True
Cc1cc(NC(=O)C2CC(=O)Nc3ccccc32)n(C)n1,True
Cc1nnc(NC(=O)NCc2ccc(OCC(F)(F)F)cc2)s1,True
Cc1ncsc1C(=O)N(C)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O,True
COCCCNS(=O)(=O)c1cc(NC(C)=O)ccc1C,True
Cc1ccccc1CNC(=O)C(C)Sc1nccn1C,True
CCN(c1ccccc1NS(=O)(=O)CC)C(C)COC,True
CCOC(=O)C(NC)c1nccn1-c1cccnc1,True
Cc1cc(NC(=O)c2ncoc2-c2cccs2)c2ncccc2c1,True
Cc1cc(NC(=O)NCc2cccc(-c3nc(C)n[nH]3)c2)no1,True
Cc1ccc(Cc2nnc(NC(=O)c3sc(C)nc3C)o2)cc1,True
CCCn1c(SC(C)C(C)=O)nc2ccccc2c1=O,True
Nc1cnn(Cc2cc(C(F)(F)F)ccc2F)c(=O)c1,True
N#Cc1ccc(OCCSc2ncn[nH]2)cc1,True
Cc1cccc(C(C)CNC(=O)NC(C)(CO)C2CCCCC2)c1,True
CCC(CNC(=O)c1nccnc1N)(O)c1ccccc1,True
CCCN1C(=O)CCc2cc(NC(=O)c3scnc3C)ccc21,True
O=C1CCC(COC(=O)CCc2cnn(-c3ccccc3)c2)N1,True
CCCOC(=O)Cc1nc2ccc(OC)cc2c(=O)[nH]1,True
Cn1c(CS(=O)(=O)c2nccs2)cc(=O)n(C)c1=O,True
COCCN(CC(C)C)C(=O)C1CC(=O)N(c2ccccc2)C1,True
Cc1nnc(SCCCNc2ncnc3ccsc23)s1,True
C=CCN(CC(=O)OC)Cc1cc(Br)cs1,True
COC(=O)NCC(=O)Nc1ccc(F)cc1C(C)C,True
Cc1csc2c(N3CCC(c4ccnn4C)CC3)ncnc12,True
Clc1cnc(N2CCCC(Cn3cncn3)C2)nc1,True
CCCn1c(C)nnc1SC(C(=O)OC)c1ccccc1F,True
CCOc1ccc(NC(=O)Cc2c(C)noc2C)cc1,True
COc1cccc2c1OCC(CNC(=O)Cc1cc(C)no1)C2,True
COc1cc(S(=O)(=O)NC(C)C)c(OCC(C)C)cc1Cl,True
CNC(=O)c1ccc(CN(C)C(=O)c2ccc(OC)c(Cl)c2)cc1,True
Cc1ccc(C(=O)NCCn2nc(C(F)F)cc2C2CC2)cc1,True
N#CCOc1cccc(CC(=O)Oc2cccc(S(C)(=O)=O)c2)c1,True
CNC(=O)Cc1ccc(OC(F)F)c(OC)c1,True
CC(C)CCOc1ccc(-c2cc(CO)[nH]c2=O)cc1,False
Cc1nc(C(C)C)sc1C(=O)N1CCCC(N2CCNC2=O)C1,True
COc1ccc(-c2n[nH]cc2-c2cn(Cc3cccs3)nn2)cc1,True
O=C(OCCN1CCCC1=O)c1cccc(-n2cccc2)c1,True
NC(=O)C1CCCN(c2nc(-c3cccnc3)nc3ccccc23)C1,True
CCOC(=O)CS(=O)(=O)c1ccc(Br)cc1,True
Cc1ncsc1C(=O)N1CCCc2ccccc21,True
Cc1nc2cc(F)ccc2cc1C(=O)Nc1ccc2[nH]c(=O)[nH]c2c1,True
CC(C)(C)c1cc(C(=O)NCC(C)(C)N2CCOCC2)[nH]n1,True
CN1CC(C(=O)Nc2ccc(OCCN3CCOCC3)cc2)CC1=O,True
O=C(Nc1cccc(OCC2CCCO2)c1)C1CCCC1,True
Nc1c(Cl)cc(NC(=O)Cn2ccc(=O)[nH]c2=O)cc1Cl,True
CN(CC(=O)Nc1cccc2ccccc12)C(=O)c1cccs1,True
COc1cc(C)c(C)cc1S(=O)(=O)N(C)CCO,True
COc1ccc(CCC(=O)N2CCN(C(=O)C#CC(C)C)CC2)cc1,True
CC(C)N(C(=O)CCCNC(=O)C(C)(C)C)C(C)C,True
O=C(NCCCn1cncn1)c1cccnc1OCC(F)F,True
Cc1noc(N)c1S(=O)(=O)N(C)Cc1nc2ccccc2s1,True
CCN(C(=O)Cn1nnc2ccccc21)C(C)c1ccc(C#N)cc1,True
CCCCCNS(=O)(=O)c1cc(C(N)=O)n(C)c1,True
CC(=O)N1CCC(C(=O)Oc2ccc3ccccc3c2)CC1,True
Cc1cc(NC(=O)CN(Cc2cccnc2)c2ccccc2)ccn1,True
COc1ccccc1C(=O)NCc1ccc(-n2cncn2)nc1,True
Cc1n[nH]c(C)c1NC(=O)CSc1ccc(F)cc1,True
COC(=O)c1cc(-c2cc(Cl)ccc2C)nn1CCO,True
CNC(=O)c1cccc(NC(=O)c2ccc(-c3cscn3)cc2)c1,True
CCOC(=O)Nc1sc2c(c1C#N)CCC(CC)C2,True
COc1ccc(S(=O)(=O)CCCC(=O)Nc2cccnc2)cc1,True
CCC(=O)N1CCc2cc(-c3nc(C)cnc3C(N)=O)ccc21,True
CCCOc1ccc(C(=O)N2CCCC(O)C2)cc1,True
CCCCN(C)S(=O)(=O)c1c(N)nc2sccn12,True
COCC(NC(=O)c1cc(C(C)(C)C)nn1C)C(N)=O,True
CC(=O)NC1CCCN(C(=O)c2coc3ccccc23)C1,True
COC(=O)c1cc(NCc2ccc(C)s2)c(F)cc1F,True
Cc1onc(-c2ccccc2Cl)c1C(=O)N1CCCC1,True
CCn1nnnc1NC(=O)c1ccccc1Cc1ccccc1,True
C=C(C)COc1ccc(C2OC(CO)CN2c2ccc(OC)cc2)cc1,True
Cc1csc(N2CCN(C(=O)COCC3CC3)CC2)n1,True
O=C1c2ccccc2S(=O)(=O)N1Cc1ccccc1Br,True
CCOc1ccc(F)c(C(=O)NCCCc2nncn2C)c1F,True
O=c1c(OCc2cccc(F)c2)nccn1C1CC1,True
Cc1ccc(OCCNC(=O)c2ccc3c(c2)OCO3)cc1,True
OCCn1ccnc1-c1c(F)cc(F)cc1Cl,True
Cn1cnnc1-c1ccc(NC(=O)CCc2ccccc2F)cc1,True
O=C(Nc1ccccc1)N1CCc2ncc(Cl)cc2C1,True
OC1CCN(c2ncc(-c3cnccn3)c(C3CCCO3)n2)CC1,True
O=C(Cc1cccc(O)c1)NCc1ccc(S(CO)(=O)C2CC2)cc1,True
Cc1oc(-c2ccccc2)nc1CS(=O)(=O)c1nc2ccccc2[nH]1,True
CN(C)C(=O)Cc1ccc(NC(=O)NCc2ccccc2CO)cc1,True
O=C(CCNc1ncccn1)Nc1cc(-n2cccn2)ncn1,True
Cc1c(C#N)c(NC(=O)CSc2ncccc2Cl)n(C)c1C,True
Cc1ccc2ncc(C(=O)OCC3CCC(=O)N3)n2c1,True
O=C(C1CC1)N(Cc1cccc(F)c1)CC1CCCO1,True
CC1CCCC(COC2CCN(C(=O)CN3CCOCC3)CC2)C1,True
Cc1noc(C)c1Cn1nnc(CO)c1-c1ccccc1,True
CC(=O)c1ccc(OCc2ccc(C#N)cc2F)cc1,True
Cc1cccc(C(=O)N2CCC(Oc3ncccc3C#N)CC2)c1,True
COc1ccc(CNc2ncnc(NC(C)C)c2N)cc1,True
COc1ccc(C2CCCN2C(=O)c2ccc3[nH]nnc3c2)cc1,True
O=C(c1ccc(COCC(F)(F)F)cc1)N1CCC(O)C1,True
CNC(=O)COc1ccc(NC(=O)Cc2ccc(F)c(F)c2)cc1,True
CN(C)C(=O)Cn1cc2ccc(Br)cc2n1,True
CC(C)COC1CCN(C(=O)NCc2cccc(F)c2)CC1,True
O=C(CCc1ccco1)Nc1cccc(Cn2cccn2)c1,True
Fc1cccc(OCCCSc2cnncn2)c1,True
O=C(NCCc1nc2ccccc2[nH]1)c1ccc(F)cc1Cl,True
CC(CCC1CCCC1)NC(=O)Nc1cnn(-c2ccncc2)c1,True
CCc1nc(NC(=O)c2ccccc2Br)sc1C,True
O=C(NC(C1CC1)C1CC1)C1COCC(=O)N1Cc1ccccc1,True
CC(NC(=O)NCC(F)(F)F)c1ccc(F)c(Cl)c1,True
CNC(=O)c1cc(NC(=O)Cc2csc(C)n2)ccc1Cl,True
NC(=O)C1CCCCN1C(=O)Cc1noc2ccccc12,True
CN(C)c1ccc(-c2cc(NC3CC3)ncn2)cc1,True
c1ccc(-c2cnc(CSc3nc4ncccn4n3)o2)cc1,True
Cc1cc(C)c(S(=O)(=O)NC(=O)NCC2CCCO2)cc1C,True
COC(=O)c1cc(CN2CCOC(c3cnn(C)c3)C2)c[nH]1,True
CCC(NC(=O)c1ccc(C(=O)OC)cc1)(C(=O)OC)c1ccccc1,True
CNC(=O)c1ccc(CC2COc3cc(OC)ccc3C2)cc1,True
O=C(Cc1coc(-c2ccccc2)n1)N1CCCC1c1ccncc1,True
Cc1ccc2nc(C3CCCN3C(=O)c3ccccn3)[nH]c2c1,True
Cc1ccc(C(C(=O)NC(C)c2nc(-c3ccncc3)cs2)N(C)C)cc1,True
CCCC(=O)NCC(=O)Nc1cccc(C(=O)N2CCCCC2C)c1,True
Cc1ccc(S(=O)(=O)N(C)C(C)C)cc1C(N)=O,True
Cc1ccn(-c2cc(Br)ccc2C)n1,True
CC(C)OCCCNS(=O)(=O)c1cn[nH]c1C,True
CCCCn1cc(O)c(=O)cc1CN1CCN(CCO)CC1,True
CCC1NC(=O)C2CN(C(=O)c3cccc(C)c3)CCN2C1=O,True
CCN(CC(=O)OC1C(=O)OCC1(C)C)CC(C)C,True
CC(C)Oc1ccc(-c2cn3cccnc3n2)cc1N,True
CN(CCC1CCCCO1)C(=O)Cc1cccc(C(F)(F)F)c1,True
Cc1cccc(C2CCCN(C(=O)c3ccco3)C2)c1,True
O=C(NCCc1ccccn1)c1c[nH]c2ccccc2c1=O,True
CCN(Cc1nc2ccccc2c(=O)[nH]1)C(=O)c1ccc(C#N)cc1,True
Cc1ccc(C(=O)CCSc2nnc(C)s2)cc1,True
COc1ccc(F)cc1C(O)CCc1nccs1,True
Cc1cccc(O)c1NC(=O)CNC(=O)Cc1ccccc1,True
CCC(CO)N(Cc1ccccc1C)C(=O)Nc1ncc(C)s1,True
Cn1nc(CNS(=O)(=O)c2ccccc2F)c2c1CCOC2,True
CN(C)C(=O)Cn1cc(C(=O)NCC(F)(F)F)nn1,True
Cc1ccc(C(CNCc2ccc(C#N)cc2)N2CCOCC2)o1,True
CCc1nn(C)c(OC)c1CN(C)Cc1nccs1,True
OC(c1cnc2ccccc2n1)c1ccccc1OC(F)(F)F,True
COc1ccc(CCNC(=O)c2cn3ccccc3n2)cc1,True
Cc1cc(C(=O)N2CCC(OCc3ccccc3C)CC2)cc(=O)[nH]1,True
Oc1ccc2c(c1F)C(c1cnc3ccccc3n1)NCC2,True
O=C(COc1ccccc1F)Oc1cccc(N2CCCC2=O)c1,True
O=C(CCCNC(=O)Nc1ccccc1)OC1CCCC1,True
CCn1c(=O)c2sccc2n(CC(=O)Nc2ccccc2OC)c1=O,True
CSc1ccc(NC(=O)NC(C)CN2CCOCC2)cc1,True
Cc1nnc2n(CC(=O)NC(C)(C)C)c(=O)c3sccc3n12,True
Cc1cccc(CCNc2ncc(C(N)=O)cc2Cl)c1,True
COc1cc(OC)cc(C(=O)Nc2ccc(CCO)cc2)c1,True
CCc1cccc(C)c1NC(=O)CNC(=O)OC,True
CNC(=O)c1cc(S(=O)(=O)N2CCCC(C)C2)ccc1C,True
Cc1csc(CNc2ccc(Br)c(C)c2)n1,True
N#CCCCn1c(C(=O)c2ccc(F)cc2)nc2cc(Cl)ccc21,True
Cn1nccc1C(=O)NCc1ccc(S(C)(=O)=O)cc1,True
O=C(c1ccc2[nH]c(=O)c(=O)[nH]c2c1)N1CCCC1c1ccsc1,True
O=C(CCc1cccs1)NCc1cc(Cl)c2c(c1)OCCCO2,True
NC(=O)c1cccc(CNCCC(=O)NC2CC2)c1,True
Cc1ccc(CCNc2nnnn2-c2ccccc2)cc1F,True
c1cc(-c2noc(CN3CCOCC3C3CC3)n2)ccn1,True
C=CCNC(=O)c1ccccc1NC(=O)Cc1ccc(Cl)cc1,True
CC(C)(NC(N)=O)c1cccc(C(F)(F)F)c1Br,True
NC(=O)Cc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,True
CC1CCC(NC(=O)NC(C)c2nncn2C)CC1,True
Cc1ccccc1NC(=O)COc1cccc(F)c1,True
Cc1cccc(C(C)C)c1NC(=O)c1cccnc1SC,True
Cc1cc(C)n(C2CCCN(C(=O)c3cc4ccccc4o3)C2)n1,True
CCN(Cc1ccccc1NC(=O)C(C)C)CC(C)C#N,True
CC(C(=O)NCc1ccco1)n1c2c(cc(C#N)c1=O)CCCC2,True
CN1C(=O)C(Cc2ccc(F)cc2)Oc2cc(N)ccc21,True
CC(CC1CCCCC1)C(=O)Nc1cc(-n2cnnn2)ccc1F,True
Cc1ccc(S(=O)(=O)N2CCC(Oc3cccnc3)CC2)cc1F,True
C#CCOCC1CCN(C(=O)CCN2CCOC2=O)CC1,True
N#CCCN(CC(F)(F)F)C(=O)C1COc2ccc(F)cc2C1,True
CCc1ccc(CN2CCCC3(CC(O)CO3)C2)s1,True
O=C(COc1ccc(-n2cnnn2)cc1)NCC1CCCO1,True
O=C(Cc1cn2ccsc2n1)NCCOc1ccc(F)cc1,True
O=C(NCCCc1ccco1)c1cccc(N2CCCC2=O)c1,True
CCOc1cc(C)ccc1NC(=O)Cn1nncc1C,True
Cc1cn2nc(N3CCN(c4cccc(Cl)c4)CC3)sc2n1,True
COc1cccn(CC(=O)NC2CCCc3ccccc32)c1=O,True
COc1ccc(S(=O)(=O)N2CCc3[nH]cnc3C2)c(C)c1,True
CC(C)N(Cc1ccccn1)C(=O)Nc1cnn(CC2CCCO2)c1,True
COCCN(C)c1ccc2nnc(-c3ccccc3C)n2n1,True
CC(=O)c1ccc(NC(=O)Cc2ccccc2F)cc1C,True
Cc1ccc(Cl)cc1N1CCN(C(=O)CC(C)C)C(C)C1=O,True
N#Cc1cccnc1N1CCN(CCOc2ccccc2Cl)CC1,True
O=C(Nc1ccc(-n2ccnc2)cc1)c1coc(-c2ccccc2)n1,True
CCCNC(=O)c1cccc(CNC(=O)c2ccc3ccccc3n2)c1,True
O=C(NC1CCCNC1=O)Nc1ccccc1Oc1ccccc1,True
CCOc1ccc(-c2ccc(C#N)c(NCCOC)n2)cc1,True
Cc1ccnc(SC(C)C(=O)Nc2cc(C)no2)n1,True
Cc1noc(C)c1S(=O)(=O)N(C)Cc1cnn(-c2ccccc2)c1,True
Cc1cc(C)n(Cc2ccc(C(=O)Nc3ccc(C#N)cc3)cc2)n1,True
CC(=O)Nc1cccc(C(=O)NCCNC(=O)C2CC2)c1,True
CC(NC(=O)c1cccs1)C(=O)OCC(=O)N1C(C)CCCC1C,True
C=CCOC(C)C(=O)Nn1cnc2sccc2c1=O,True
O=C(CCCOc1ccccc1F)N1CCc2ccccc2C1,True
COc1ccc(F)cc1NC(=O)c1cnn(-c2ccc(F)cc2F)c1C,True
COc1ccc(C2NCCc3cc(F)c(F)cc32)cc1O,True
CCC1CCCN(S(=O)(=O)c2ccc(F)c(F)c2F)C1,True
CCOc1ccc(CCC(=O)N2CCN(c3nccs3)CC2)cc1,True
Cc1nn(C)c(C)c1CN(Cc1ccccc1)CC1CCCO1,True
CC(C)c1csc(NC(=O)C2CC(=O)N(CC3CC3)C2)n1,True
COc1ccc(CCNc2nc(-c3ccco3)n[nH]2)cc1,True
CC1CCCN(C(=O)c2n[nH]c3c2CN(C(N)=O)CC3CC2)C1,False
Nc1nc(CN2CCOC(Cn3cccn3)C2)nc2ccccc12,True
CCn1nc(C)c(S(=O)(=O)Nc2ccc(C(C)C)cc2)c1C,True
O=C(NCc1ccccc1Cn1cncn1)c1ccsc1,True
N#Cc1c(-c2ccccc2Br)cc[nH]c1=O,True
CCn1cnnc1C1CCN(C(=O)c2cc(OC)c(C)c(OC)c2)CC1,True
O=C(Cc1c[nH]c2ccccc12)NCc1ccccc1F,True
CC(=O)c1ccc(OCC(=O)NC(C)CO)cc1,True
CC(NC(=O)NCc1ncn(C)n1)C(=O)N1CCCCC1,True
COCCOc1ccccc1NC(=O)c1ccc(C(F)(F)F)nc1,True
CC(C)c1nccn1-c1ccc(-n2nc(C)c(N)c2C)cc1,True
Cc1cnn(CC2CCCCN2C(=O)Cc2ccon2)c1,True
CC(C)C(CC(=O)N1CCc2cc(F)ccc2C1)NC(N)=O,True
CC(C)(C)OC(=O)N1CCNCC1c1cccc(F)c1,True
Cc1csc(NC(=O)CSc2ncccc2N)n1,True
CC(C)CC(=O)NCc1noc(C(C)C)n1,True
O=S(=O)(CCn1nnc2ccccc21)NCc1ccc(F)cc1,True
Cc1cccc(CCCOC(=O)c2cc(F)cc(Cl)c2F)n1,True
O=C(Cn1ncc2ccccc2c1=O)Nc1cnn(CC2CCCO2)c1,True
CCNC(C#N)CCOc1ccc(S(N)(=O)=O)cc1,True
O=C(NCCc1nc(-c2cccnc2)n[nH]1)Nc1cn[nH]c1,True
O=C(Nc1cccc(-c2nnnn2C2CC2)c1)c1ccc(N2CCCC2)nc1,True
COc1ccccc1C(O)c1cc(F)cc2c1NC(=O)C2C,True
Cc1nc2cc(NC(=O)c3cn(C)nc3C(F)(F)F)ccc2o1,True
CCCCCCC(=O)Nc1ccc(C(=O)N(C)C)cc1,True
CC(C)Cn1nnnc1SCCCN1CCOCC1,True
CCc1nc(-c2ccc(N(C)C)cc2)sc1C(C)=O,True
COCCOc1ccc(NC(=O)NC2CCCC2OC)cc1F,True
COc1cccc(C(=O)NC2CCCC(C)C2)c1OC,True
Cc1ccc[nH]c1=NS(=O)(=O)c1ccc2c(c1)OCCCO2,True
CCC(NC(=O)Cn1c(=O)[nH]c2ccccc21)C(C)C,True
Cc1nc(-c2n[nH]cc2C(C)C)cc(N2CCCC(O)C2)n1,True
COC1CCN(C(=O)c2oc3ccccc3c2C)CC1,True
COc1cc(F)c(C(C)NC(C(N)=O)c2ccccc2)cc1OC,True
CCc1onc(C)c1C1CCCN1C(=O)Nc1ccc(Cl)cc1,True
Cc1ccnc(CCCNC2=NS(=O)(=O)c3ccccc32)c1,True
CCc1ccc(NC(=O)C(NC(N)=O)C(C)CC)cc1,True
CCOc1ncccc1C(=O)N1CCOC(c2ccc(Cl)cc2)C1,True
CCCOC(=O)c1cc(-c2ccc3c(c2)CC(=O)N3C)n[nH]1,True
COCC(C)NC(=O)c1ccc(N(C)CC2CCCC2)nc1,True
C=C(C)CN(CC)C(=O)c1cc(Cl)c(OC)c(OC)c1,True
Cc1noc2ncn(CC(=O)NCCCSc3ccccc3)c(=O)c12,True
CCCCNC(=O)CN1CCN(C(=O)Nc2ccccc2OC)CC1,True
COc1ccc(S(=O)(=O)N(CC(N)=O)C2CCCC2)c(C)c1,True
Cc1nc(CNC(=O)C2CC(=O)N(c3ccc(F)cc3)C2)c(C)s1,True
O=C(OCc1cc(-c2cc3ccccc3o2)on1)c1cnccn1,True
Cc1ccn2cc(C(=O)N3CCN(Cc4cccnc4)CC3)nc2c1,True
O=C(NC1CCCC1)C1CCCN(c2ncnc3[nH]cnc23)C1,True
CCS(=O)(=O)N1CCCC(C(=O)Nc2ccccc2)C1,True
CCOC(=O)c1c(S(=O)(=O)CC)c2c(OC)cccc2[nH]c1=O,True
Cc1ncsc1CNC(=O)NCCN1CCOCC1,True
c1ccc2oc(-c3cncn3CCCN3CCOCC3)cc2c1,True
CCC(=O)Nc1ccc(NC(=O)c2c(Cl)cnn2C)cc1,True
CCC(C)NC(=O)CNC(=O)c1ccc(OC)cc1,True
Cc1sc2nc(C)n(C)c(=O)c2c1-c1ccc2c(c1)OCO2,True
COCC(=O)N1CCN(Cc2ccc(C(=O)OC)c(F)c2)CC1,True
COC(=O)c1cc(COC(=O)c2cccc(O)c2)oc1C,True
Nc1ncc(Cl)cc1C(=O)Nc1ccc(C(F)(F)F)cc1,True
O=C(NCCc1cccc2ccccc12)C1CCC(=O)N(C2CC2)C1,True
Cc1ncsc1CCOC(=O)C1CC=CCC1,True
CCN(CC)C(=O)c1cccc(NC(=O)N2CCOCC2)c1,True
CCNC(=O)N1CCN(Cc2csc(Cc3ccccc3)n2)CC1,True
CC(C)CCOC(=O)c1nccn(C)c1=O,True
O=C(CCC(=O)c1ccc2c(c1)OCCCO2)NCc1ccncc1,True
O=C1CC(c2nc(-c3cc4ccccc4o3)no2)CN1C1CCCC1,True
Cc1nn(C)c2c(=O)n(Cc3cccc4ccccc34)cnc12,True
Oc1ccc(CNc2c3c(nc4ncnn24)CCCC3)cc1,True
O=C(c1ccc(-c2ccccc2Cl)o1)N1CCOCC1C1CC1,True
CCOCC(=O)Nc1cc(NC(=O)N2CCCC2)ccc1OC,True
CCc1onc(C)c1NC(=O)C(C)NC(=O)c1cccc(C)c1,True
CCNC(=O)c1ccc(CNC(=O)CCOc2ccccc2F)cc1,True
CCN(CC(=O)OC)C(=O)c1ccc(OC)c(N)c1,True
Cc1ccc(O)c(C(=O)NCc2ccc(C)c(F)c2)c1,True
CCCn1ccc(C(=O)NCC(=O)Nc2c(C)cc(C)cc2C)n1,True
CCc1noc(CC)c1CC(=O)N(C)Cc1ccccn1,True
CCc1nc(COC(=O)c2ccc3c(c2)OCO3)cs1,True
OCc1cn2c(-c3ccc4ccccc4n3)csc2n1,True
Cc1ccc(-c2n[nH]cc2CN2CCN(c3nc(C)c(C)s3)CC2)o1,True
O=C(NCc1ccnc(OCC2CC2)c1)c1ccc2c(c1)OCO2,True
Nc1cccc(C(=O)N(CC(F)(F)F)C2CC2)c1,True
CCN(CC)C(=O)CCC(=O)Nc1ccc(-c2nccs2)cc1,True
O=C(Nc1nccs1)c1cc2cnc3[nH]ccc3c2s1,True
CCOCCOC(C)C(=O)Nc1ccc(C)c(F)c1,True
COc1ccc(CN(C)C(=O)c2ccc(F)cc2)c(OC)c1,True
O=C1NC2(CCCN(C(=O)c3cn(C(C4CC4)C4)CC3)N2)Nc2ccccc21,False
Cc1cccc(CN(C2CC2)S(=O)(=O)c2c[nH]cn2)c1,True
CCCC(=O)Nc1sc2c(c1C(=O)OC)CCNC2,True
CCOC(=O)c1cnc(OCC)nc1-c1ccccc1,True
Oc1c(F)ccc2c1CCNc2c(Cl)cccc1C2,False
c1cc2ccc(CC3CCCCCN3)cc(CCn3cncn3)c2c1,True
COc1cc(C(C)=O)cc(Cl)c1OCC(=O)NCc1cccnc1,True
O=C(NCCc1c[nH]c2ccccc12)c1ccncc1F,True
Cc1cc(NC(=O)C2COCCO2)c2ncccc2c1,True
Cc1nn2cncc(C(=O)N3CCC4(CC3)OCCO4)c2n1,True
Cc1ccccc1C(C)NC(=O)C(C)NC(=O)Nc1ccccc1,True
O=C1CCCCCN1CC(=O)N1CCCC1CC(O)c1ccccc1,True
O=C(Nc1ccc(F)c(F)c1)c1ccc(O)cc1,True
O=C(Nn1cnnc1)c1cc2ccccc2oc1=O,True
CC(Sc1ccccc1F)C(=O)N(C)C(C)C,True
Cc1nccn1-c1ccc(C(C)NC(=O)c2cc(C(N)=O)c[nH]2)cc1,True
Cc1ccc(OCC(=O)Nc2nnc(C3CC3)s2)c(C)c1,True
Cc1ccc(NC(=O)CN(C)c2ccc(C(F)(F)F)cn2)nc1,True
CCC(C)(C)NC(=O)c1ccc(N2CCCC2=O)cc1,True
COc1ccc(C)cc1CCNC(=O)Cc1nc2nccc(C)n2n1,True
O=C(CCc1ccc(F)c(F)c1)N(C1CCCC1)C1CC1,True
COC(=O)Nc1ccc(CNC(=O)N(C)Cc2ccccn2)cc1,True
COc1ccc2c(c1)C1(CC(NC(=O)N(C)C)CC(C)(C)C1)C(=O)N2,True
Cc1cccc(CC(=O)Nc2c(C#N)cnn2-c2ccccc2)c1,True
N#CCc1ccc(NC(=O)c2[nH]c3ccc(Cl)cc3c2Cl)cc1,True
CCC(=O)Nc1ccc(NC(=O)Cn2nnc(-c3cccs3)n2)cc1,True
CCn1c(SC(C)C(=O)N(C)C)nnc1-c1cccs1,True
COc1ccc(-c2cc(C(C)=O)c(C)o2)cc1OC,True
CC(C(=O)N1CCCC(n2cccn2)C1)N1CCCC1=O,True
N#Cc1cc(F)ccc1CSc1ncnc2c1cnn2CCO,True
COc1ccccc1C=c1sc(=O)c(=O)[nH]c1=O,True
O=C(Nc1cccc(N2CCCC2=O)c1)C1CCCO1,True
CC(C)(C)CC(=O)N1CCN(C(=O)CC2C=CCC2)CC1,True
